Log_id,Student_id,Date,Day_name,Study_hour,Subject,Method_used,Distraction_time,Quiz_score
8979,250898,2025-11-25,Tuesday,2.25,English,Notes Review,25.3,74
8980,250898,2025-11-26,Wednesday,2.18,English,Notes Review,30.7,66
8981,250899,2025-11-13,Thursday,2.17,English,Videos,32.1,68
8982,250899,2025-11-14,Friday,2.33,Computer,Notes Review,17.5,68
8983,250899,2025-11-17,Monday,1.93,Science,Videos,19.7,82
8984,250899,2025-11-18,Tuesday,2.38,Science,Notes Review,15.1,66
8985,250899,2025-11-19,Wednesday,2.4,Math,Videos,16.8,60
8986,250899,2025-11-20,Thursday,2.02,Science,Pomodoro,30.8,72
8987,250899,2025-11-21,Friday,1.89,Computer,Videos,31.1,61
8988,250899,2025-11-24,Monday,1.98,Math,Pomodoro,21.8,62
8989,250899,2025-11-25,Tuesday,1.88,Science,Videos,19.8,68
8990,250899,2025-11-26,Wednesday,2.12,English,Pomodoro,30.9,76
8991,250900,2025-11-13,Thursday,1.18,Math,Pomodoro,49.7,57
8992,250900,2025-11-14,Friday,1.52,Computer,Notes Review,47.2,58
8993,250900,2025-11-17,Monday,1.29,Math,Videos,41.5,57
8994,250900,2025-11-18,Tuesday,1.15,Science,Notes Review,41.9,47
8995,250900,2025-11-19,Wednesday,1.06,English,Videos,39.1,50
8996,250900,2025-11-20,Thursday,1.39,English,Notes Review,59.3,20
8997,250900,2025-11-21,Friday,1.41,Science,Videos,55.7,53
8998,250900,2025-11-24,Monday,1.5,Math,Videos,53.9,37
8999,250900,2025-11-25,Tuesday,1.53,Science,Videos,36.6,57
9000,250900,2025-11-26,Wednesday,1.35,Math,Notes Review,53.9,38
9001,250901,2025-11-13,Thursday,2.29,Math,Pomodoro,18.6,81
9002,250901,2025-11-14,Friday,2.19,Math,Notes Review,21.7,73
9003,250901,2025-11-17,Monday,1.85,Science,Notes Review,18.1,79
9004,250901,2025-11-18,Tuesday,2.33,Math,Notes Review,15.3,82
9005,250901,2025-11-19,Wednesday,2.3,Math,Pomodoro,15.5,65
9006,250901,2025-11-20,Thursday,1.93,Computer,Pomodoro,18.0,78
9007,250901,2025-11-21,Friday,2.24,Science,Pomodoro,18.8,62
9008,250901,2025-11-24,Monday,2.06,Math,Videos,16.8,84
9009,250901,2025-11-25,Tuesday,2.02,English,Notes Review,30.4,66
9010,250901,2025-11-26,Wednesday,2.08,Math,Pomodoro,26.9,60
9011,250902,2025-11-13,Thursday,2.35,Math,Notes Review,33.3,84
9012,250902,2025-11-14,Friday,1.98,Math,Videos,27.9,81
9013,250902,2025-11-17,Monday,2.21,English,Notes Review,19.0,67
9014,250902,2025-11-18,Tuesday,2.04,Computer,Videos,22.9,82
9015,250902,2025-11-19,Wednesday,2.23,Computer,Videos,16.6,67
9016,250902,2025-11-20,Thursday,2.17,Science,Pomodoro,20.7,83
9017,250902,2025-11-21,Friday,2.17,Math,Pomodoro,30.4,81
9018,250902,2025-11-24,Monday,1.92,English,Pomodoro,28.8,81
9019,250902,2025-11-25,Tuesday,1.81,Computer,Pomodoro,21.3,84
9020,250902,2025-11-26,Wednesday,2.26,Science,Notes Review,23.8,80
9021,250903,2025-11-13,Thursday,1.01,Science,Notes Review,35.4,37
9022,250903,2025-11-14,Friday,1.3,Science,Pomodoro,50.2,53
9023,250903,2025-11-17,Monday,1.04,English,Pomodoro,39.9,47
9024,250903,2025-11-18,Tuesday,1.1,Computer,Videos,38.4,36
9025,250903,2025-11-19,Wednesday,1.31,English,Pomodoro,35.6,33
9026,250903,2025-11-20,Thursday,1.16,English,Notes Review,50.9,55
9027,250903,2025-11-21,Friday,1.6,Science,Videos,50.8,49
9028,250903,2025-11-24,Monday,1.67,English,Notes Review,41.4,55
9029,250903,2025-11-25,Tuesday,1.52,Computer,Notes Review,53.4,43
9030,250903,2025-11-26,Wednesday,1.63,Science,Notes Review,56.3,47
9031,250904,2025-11-13,Thursday,1.62,Computer,Notes Review,37.9,25
9032,250904,2025-11-14,Friday,1.35,Science,Notes Review,55.9,41
9033,250904,2025-11-17,Monday,1.2,Computer,Notes Review,47.4,49
9034,250904,2025-11-18,Tuesday,1.38,English,Videos,37.9,43
9035,250904,2025-11-19,Wednesday,1.17,English,Videos,58.1,21
9036,250904,2025-11-20,Thursday,1.31,Science,Pomodoro,56.4,36
9037,250904,2025-11-21,Friday,1.01,English,Pomodoro,35.8,48
9038,250904,2025-11-24,Monday,1.4,English,Pomodoro,50.5,57
9039,250904,2025-11-25,Tuesday,1.73,Science,Pomodoro,58.5,34
9040,250904,2025-11-26,Wednesday,1.07,Math,Pomodoro,50.5,24
9041,250905,2025-11-13,Thursday,2.03,Math,Videos,30.9,66
9042,250905,2025-11-14,Friday,2.04,Computer,Videos,24.7,67
9043,250905,2025-11-17,Monday,2.01,Computer,Videos,28.0,63
9044,250905,2025-11-18,Tuesday,2.07,Computer,Pomodoro,27.0,65
9045,250905,2025-11-19,Wednesday,2.02,Math,Pomodoro,23.9,63
9046,250905,2025-11-20,Thursday,2.33,Science,Pomodoro,30.3,73
9047,250905,2025-11-21,Friday,2.35,Computer,Videos,28.9,63
9048,250905,2025-11-24,Monday,1.84,English,Videos,18.3,62
9049,250905,2025-11-25,Tuesday,1.9,Science,Notes Review,23.5,76
9050,250905,2025-11-26,Wednesday,2.24,Math,Videos,15.8,63
9051,250906,2025-11-13,Thursday,2.3,English,Pomodoro,21.8,71
9052,250906,2025-11-14,Friday,2.39,Computer,Pomodoro,25.5,70
9053,250906,2025-11-17,Monday,1.92,Math,Pomodoro,29.4,66
9054,250906,2025-11-18,Tuesday,1.98,English,Notes Review,18.1,63
9055,250906,2025-11-19,Wednesday,2.33,Science,Notes Review,32.4,80
9056,250906,2025-11-20,Thursday,2.09,Computer,Videos,34.5,80
9057,250906,2025-11-21,Friday,2.1,English,Videos,25.5,79
9058,250906,2025-11-24,Monday,2.36,Science,Pomodoro,23.4,74
9059,250906,2025-11-25,Tuesday,1.99,Computer,Videos,30.9,71
9060,250906,2025-11-26,Wednesday,1.96,English,Videos,33.6,62
9061,250907,2025-11-13,Thursday,2.8,Math,Pomodoro,12.5,94
9062,250907,2025-11-14,Friday,2.58,Computer,Notes Review,10.5,89
9063,250907,2025-11-17,Monday,2.57,Science,Videos,13.9,94
9064,250907,2025-11-18,Tuesday,2.63,English,Videos,10.9,85
9065,250907,2025-11-19,Wednesday,2.71,Math,Videos,9.5,85
9066,250907,2025-11-20,Thursday,2.61,Computer,Notes Review,5.8,96
9067,250907,2025-11-21,Friday,2.53,Science,Notes Review,8.5,89
9068,250907,2025-11-24,Monday,2.53,Science,Notes Review,6.1,95
9069,250907,2025-11-25,Tuesday,2.5,Math,Videos,7.8,94
9070,250907,2025-11-26,Wednesday,2.89,Math,Pomodoro,6.6,93
9071,250908,2025-11-13,Thursday,1.88,Math,Notes Review,18.0,70
9072,250908,2025-11-14,Friday,1.86,English,Pomodoro,26.3,81
9073,250908,2025-11-17,Monday,2.15,Math,Pomodoro,24.0,70
9074,250908,2025-11-18,Tuesday,2.02,Math,Videos,31.0,74
9075,250908,2025-11-19,Wednesday,2.01,Math,Pomodoro,28.4,75
9076,250908,2025-11-20,Thursday,2.39,Computer,Pomodoro,30.4,74
9077,250908,2025-11-21,Friday,2.26,Math,Videos,23.2,72
9078,250908,2025-11-24,Monday,2.03,Science,Pomodoro,30.6,84
9079,250908,2025-11-25,Tuesday,2.04,Math,Notes Review,22.9,64
9080,250908,2025-11-26,Wednesday,1.95,Science,Notes Review,30.9,61
9081,250909,2025-11-13,Thursday,1.22,Science,Notes Review,36.3,46
9082,250909,2025-11-14,Friday,1.2,Science,Videos,52.9,48
9083,250909,2025-11-17,Monday,1.24,Math,Notes Review,42.8,45
9084,250909,2025-11-18,Tuesday,1.17,Computer,Videos,45.8,24
9085,250909,2025-11-19,Wednesday,1.1,English,Pomodoro,46.5,58
9086,250909,2025-11-20,Thursday,1.36,Math,Videos,51.0,46
9087,250909,2025-11-21,Friday,1.14,Computer,Pomodoro,58.5,44
9088,250909,2025-11-24,Monday,1.63,Math,Notes Review,54.3,41
9089,250909,2025-11-25,Tuesday,1.36,English,Pomodoro,58.1,29
9090,250909,2025-11-26,Wednesday,1.13,Science,Notes Review,44.8,46
9091,250910,2025-11-13,Thursday,1.89,English,Pomodoro,25.4,77
9092,250910,2025-11-14,Friday,1.87,Math,Pomodoro,31.5,69
9093,250910,2025-11-17,Monday,2.06,Computer,Notes Review,21.8,72
9094,250910,2025-11-18,Tuesday,1.93,Computer,Pomodoro,24.4,81
9095,250910,2025-11-19,Wednesday,1.96,Computer,Pomodoro,17.0,76
9096,250910,2025-11-20,Thursday,1.85,Science,Notes Review,22.2,81
9097,250910,2025-11-21,Friday,1.97,Computer,Videos,20.9,81
9098,250910,2025-11-24,Monday,1.8,Math,Videos,19.4,72
9099,250910,2025-11-25,Tuesday,1.86,English,Notes Review,20.2,61
9100,250910,2025-11-26,Wednesday,2.09,Math,Pomodoro,19.6,61
9101,250911,2025-11-13,Thursday,2.87,Science,Pomodoro,8.8,92
9102,250911,2025-11-14,Friday,2.67,English,Videos,9.9,98
9103,250911,2025-11-17,Monday,2.59,English,Pomodoro,5.0,98
9104,250911,2025-11-18,Tuesday,2.64,Science,Videos,5.4,86
9105,250911,2025-11-19,Wednesday,2.65,English,Notes Review,9.1,95
9106,250911,2025-11-20,Thursday,2.58,English,Pomodoro,5.9,90
9107,250911,2025-11-21,Friday,2.69,English,Notes Review,10.3,89
9108,250911,2025-11-24,Monday,2.93,Math,Notes Review,8.3,85
9109,250911,2025-11-25,Tuesday,2.59,Computer,Pomodoro,14.4,93
9110,250911,2025-11-26,Wednesday,2.69,Science,Pomodoro,12.9,86
9111,250912,2025-11-13,Thursday,2.26,English,Videos,29.9,66
9112,250912,2025-11-14,Friday,2.01,Computer,Pomodoro,18.8,78
9113,250912,2025-11-17,Monday,2.14,Science,Pomodoro,20.0,60
9114,250912,2025-11-18,Tuesday,2.17,English,Notes Review,29.8,77
9115,250912,2025-11-19,Wednesday,1.84,Computer,Pomodoro,26.9,65
9116,250912,2025-11-20,Thursday,2.28,English,Videos,33.0,73
9117,250912,2025-11-21,Friday,1.81,English,Pomodoro,27.4,82
9118,250912,2025-11-24,Monday,2.11,Science,Notes Review,33.6,71
9119,250912,2025-11-25,Tuesday,2.12,Computer,Pomodoro,19.7,62
9120,250912,2025-11-26,Wednesday,2.06,Computer,Videos,28.8,64
9121,250913,2025-11-13,Thursday,2.56,English,Pomodoro,6.3,89
9122,250913,2025-11-14,Friday,2.71,Computer,Pomodoro,14.8,97
9123,250913,2025-11-17,Monday,2.64,Science,Videos,14.8,89
9124,250913,2025-11-18,Tuesday,2.77,Math,Videos,10.5,86
9125,250913,2025-11-19,Wednesday,2.88,Math,Notes Review,6.7,99
9126,250913,2025-11-20,Thursday,2.91,Computer,Pomodoro,8.4,85
9127,250913,2025-11-21,Friday,2.91,Science,Pomodoro,8.5,96
9128,250913,2025-11-24,Monday,2.55,English,Pomodoro,13.5,92
9129,250913,2025-11-25,Tuesday,2.57,Science,Videos,7.4,90
9130,250913,2025-11-26,Wednesday,2.94,Computer,Pomodoro,7.8,94
9131,250914,2025-11-13,Thursday,2.91,Computer,Videos,8.2,99
9132,250914,2025-11-14,Friday,2.91,Computer,Notes Review,8.4,93
9133,250914,2025-11-17,Monday,2.68,Science,Videos,6.7,88
9134,250914,2025-11-18,Tuesday,2.54,English,Videos,5.7,99
9135,250914,2025-11-19,Wednesday,2.56,Science,Videos,14.7,85
9136,250914,2025-11-20,Thursday,2.72,Math,Videos,5.8,95
9137,250914,2025-11-21,Friday,2.98,Computer,Videos,7.5,99
9138,250914,2025-11-24,Monday,3.0,Computer,Notes Review,12.8,87
9139,250914,2025-11-25,Tuesday,2.88,Computer,Pomodoro,6.3,90
9140,250914,2025-11-26,Wednesday,2.98,English,Videos,5.4,96
9141,250915,2025-11-13,Thursday,1.48,Math,Videos,48.4,57
9142,250915,2025-11-14,Friday,1.32,Science,Pomodoro,42.9,53
9143,250915,2025-11-17,Monday,1.68,Math,Videos,36.4,36
9144,250915,2025-11-18,Tuesday,1.5,English,Pomodoro,46.9,56
9145,250915,2025-11-19,Wednesday,1.51,Math,Notes Review,56.3,43
9146,250915,2025-11-20,Thursday,1.45,English,Videos,40.5,45
9147,250915,2025-11-21,Friday,1.63,Math,Pomodoro,58.6,42
9148,250915,2025-11-24,Monday,1.65,Computer,Videos,59.8,40
9149,250915,2025-11-25,Tuesday,1.17,Computer,Pomodoro,40.0,26
9150,250915,2025-11-26,Wednesday,1.45,Math,Pomodoro,37.0,42
9151,250916,2025-11-13,Thursday,2.5,Science,Pomodoro,11.9,88
9152,250916,2025-11-14,Friday,2.84,Computer,Notes Review,13.4,85
9153,250916,2025-11-17,Monday,2.96,Science,Pomodoro,6.1,96
9154,250916,2025-11-18,Tuesday,2.76,English,Videos,6.0,92
9155,250916,2025-11-19,Wednesday,2.51,English,Videos,10.0,86
9156,250916,2025-11-20,Thursday,2.65,Math,Notes Review,7.9,91
9157,250916,2025-11-21,Friday,2.87,Science,Pomodoro,14.3,95
9158,250916,2025-11-24,Monday,2.87,Math,Pomodoro,8.4,91
9159,250916,2025-11-25,Tuesday,2.97,Science,Videos,12.6,85
9160,250916,2025-11-26,Wednesday,2.61,Math,Pomodoro,12.8,93
9161,250917,2025-11-13,Thursday,2.99,Math,Notes Review,13.9,97
9162,250917,2025-11-14,Friday,2.99,Science,Notes Review,6.5,99
9163,250917,2025-11-17,Monday,2.77,Math,Videos,12.6,91
9164,250917,2025-11-18,Tuesday,3.0,Computer,Notes Review,11.0,85
9165,250917,2025-11-19,Wednesday,2.93,Math,Notes Review,5.6,91
9166,250917,2025-11-20,Thursday,2.99,Computer,Pomodoro,12.3,89
9167,250917,2025-11-21,Friday,2.73,English,Pomodoro,5.2,94
9168,250917,2025-11-24,Monday,2.82,Math,Pomodoro,9.4,88
9169,250917,2025-11-25,Tuesday,2.55,Math,Pomodoro,6.5,92
9170,250917,2025-11-26,Wednesday,2.61,English,Notes Review,5.9,93
9171,250918,2025-11-13,Thursday,1.8,Computer,Pomodoro,32.3,79
9172,250918,2025-11-14,Friday,2.31,English,Notes Review,33.3,74
9173,250918,2025-11-17,Monday,1.95,Computer,Videos,18.9,77
9174,250918,2025-11-18,Tuesday,2.02,Math,Videos,26.3,78
9175,250918,2025-11-19,Wednesday,1.89,English,Videos,26.4,68
9176,250918,2025-11-20,Thursday,1.94,English,Videos,23.9,62
9177,250918,2025-11-21,Friday,2.0,English,Notes Review,32.6,63
9178,250918,2025-11-24,Monday,2.3,Science,Videos,21.2,63
9179,250918,2025-11-25,Tuesday,2.29,English,Videos,28.8,69
9180,250918,2025-11-26,Wednesday,2.3,English,Videos,29.7,70
9181,250919,2025-11-13,Thursday,2.85,Computer,Notes Review,10.2,85
9182,250919,2025-11-14,Friday,2.62,Math,Pomodoro,10.7,86
9183,250919,2025-11-17,Monday,2.65,Science,Videos,6.6,88
9184,250919,2025-11-18,Tuesday,2.63,English,Pomodoro,9.6,88
9185,250919,2025-11-19,Wednesday,2.5,English,Pomodoro,6.2,87
9186,250919,2025-11-20,Thursday,3.0,Computer,Notes Review,9.7,94
9187,250919,2025-11-21,Friday,2.58,English,Videos,8.6,91
9188,250919,2025-11-24,Monday,2.97,English,Notes Review,6.8,85
9189,250919,2025-11-25,Tuesday,2.96,Math,Videos,5.2,96
9190,250919,2025-11-26,Wednesday,2.8,Computer,Pomodoro,12.0,85
9191,250920,2025-11-13,Thursday,2.52,Science,Pomodoro,14.4,99
9192,250920,2025-11-14,Friday,2.96,Math,Pomodoro,7.1,85
9193,250920,2025-11-17,Monday,2.88,Science,Pomodoro,9.9,92
9194,250920,2025-11-18,Tuesday,2.65,English,Videos,13.2,85
9195,250920,2025-11-19,Wednesday,3.0,Science,Pomodoro,10.5,92
9196,250920,2025-11-20,Thursday,2.52,Math,Videos,12.3,90
9197,250920,2025-11-21,Friday,2.66,Computer,Pomodoro,12.8,89
9198,250920,2025-11-24,Monday,2.66,Computer,Pomodoro,13.4,87
9199,250920,2025-11-25,Tuesday,2.64,Computer,Notes Review,10.9,92
9200,250920,2025-11-26,Wednesday,2.83,Math,Videos,8.7,87
9201,250921,2025-11-13,Thursday,1.11,Math,Notes Review,49.6,23
9202,250921,2025-11-14,Friday,1.08,Science,Notes Review,41.3,53
9203,250921,2025-11-17,Monday,1.78,English,Notes Review,50.6,45
9204,250921,2025-11-18,Tuesday,1.34,Science,Videos,49.1,23
9205,250921,2025-11-19,Wednesday,1.45,English,Notes Review,35.0,30
9206,250921,2025-11-20,Thursday,1.41,Computer,Notes Review,39.1,45
9207,250921,2025-11-21,Friday,1.23,English,Videos,58.2,44
9208,250921,2025-11-24,Monday,1.67,Science,Pomodoro,35.9,29
9209,250921,2025-11-25,Tuesday,1.25,Computer,Notes Review,36.1,26
9210,250921,2025-11-26,Wednesday,1.71,English,Pomodoro,49.6,54
9211,250922,2025-11-13,Thursday,2.38,Science,Videos,34.4,80
9212,250922,2025-11-14,Friday,2.13,Computer,Notes Review,33.5,82
9213,250922,2025-11-17,Monday,2.27,English,Notes Review,17.3,80
9214,250922,2025-11-18,Tuesday,2.29,Computer,Pomodoro,17.9,82
9215,250922,2025-11-19,Wednesday,1.93,Computer,Notes Review,26.1,70
9216,250922,2025-11-20,Thursday,2.16,Computer,Pomodoro,23.4,67
9217,250922,2025-11-21,Friday,2.0,English,Notes Review,25.0,71
9218,250922,2025-11-24,Monday,1.9,Computer,Pomodoro,27.5,78
9219,250922,2025-11-25,Tuesday,2.16,English,Videos,19.2,74
9220,250922,2025-11-26,Wednesday,1.91,Science,Pomodoro,34.0,73
9221,250923,2025-11-13,Thursday,2.54,Science,Pomodoro,5.1,93
9222,250923,2025-11-14,Friday,2.54,Math,Notes Review,8.7,88
9223,250923,2025-11-17,Monday,2.65,Math,Notes Review,10.4,87
9224,250923,2025-11-18,Tuesday,2.97,Science,Videos,12.0,89
9225,250923,2025-11-19,Wednesday,2.55,Science,Notes Review,7.9,96
9226,250923,2025-11-20,Thursday,2.96,Science,Notes Review,11.4,99
9227,250923,2025-11-21,Friday,2.91,English,Notes Review,9.1,85
9228,250923,2025-11-24,Monday,2.63,Science,Notes Review,14.5,91
9229,250923,2025-11-25,Tuesday,2.57,Math,Notes Review,5.9,87
9230,250923,2025-11-26,Wednesday,2.97,Science,Videos,5.9,90
9231,250924,2025-11-13,Thursday,2.99,Science,Videos,14.9,97
9232,250924,2025-11-14,Friday,2.94,Science,Notes Review,5.4,89
9233,250924,2025-11-17,Monday,2.94,Computer,Notes Review,5.0,94
9234,250924,2025-11-18,Tuesday,2.71,English,Pomodoro,9.3,86
9235,250924,2025-11-19,Wednesday,2.85,Science,Notes Review,5.2,89
9236,250924,2025-11-20,Thursday,2.98,Math,Videos,7.7,85
9237,250924,2025-11-21,Friday,2.85,Computer,Videos,7.7,98
9238,250924,2025-11-24,Monday,2.76,English,Notes Review,7.2,86
9239,250924,2025-11-25,Tuesday,2.69,Math,Notes Review,11.9,99
9240,250924,2025-11-26,Wednesday,2.94,English,Videos,11.9,98
9241,250925,2025-11-13,Thursday,2.52,Computer,Videos,10.0,85
9242,250925,2025-11-14,Friday,2.63,Math,Notes Review,6.2,87
9243,250925,2025-11-17,Monday,2.65,Science,Notes Review,11.1,90
9244,250925,2025-11-18,Tuesday,2.82,English,Videos,14.7,98
9245,250925,2025-11-19,Wednesday,2.73,Math,Notes Review,10.2,97
9246,250925,2025-11-20,Thursday,2.83,English,Videos,14.8,93
9247,250925,2025-11-21,Friday,2.98,Math,Videos,13.6,94
9248,250925,2025-11-24,Monday,2.78,Computer,Videos,9.6,95
9249,250925,2025-11-25,Tuesday,2.97,English,Videos,7.5,87
9250,250925,2025-11-26,Wednesday,2.61,Computer,Notes Review,8.5,92
9251,250926,2025-11-13,Thursday,2.01,Science,Notes Review,30.8,73
9252,250926,2025-11-14,Friday,1.95,Math,Pomodoro,25.0,66
9253,250926,2025-11-17,Monday,1.88,Science,Notes Review,21.9,73
9254,250926,2025-11-18,Tuesday,2.03,Computer,Notes Review,34.6,75
9255,250926,2025-11-19,Wednesday,2.09,Computer,Notes Review,21.7,81
9256,250926,2025-11-20,Thursday,2.33,Computer,Videos,27.5,82
9257,250926,2025-11-21,Friday,2.16,Computer,Notes Review,22.1,64
9258,250926,2025-11-24,Monday,2.32,Math,Videos,34.4,83
9259,250926,2025-11-25,Tuesday,1.88,English,Pomodoro,17.3,77
9260,250926,2025-11-26,Wednesday,2.03,Computer,Notes Review,17.7,74
9261,250927,2025-11-13,Thursday,1.52,Computer,Pomodoro,43.7,30
9262,250927,2025-11-14,Friday,1.55,Science,Pomodoro,51.5,48
9263,250927,2025-11-17,Monday,1.12,Computer,Pomodoro,48.9,51
9264,250927,2025-11-18,Tuesday,1.46,Computer,Pomodoro,57.8,25
9265,250927,2025-11-19,Wednesday,1.49,Math,Pomodoro,42.6,33
9266,250927,2025-11-20,Thursday,1.21,Math,Pomodoro,52.4,39
9267,250927,2025-11-21,Friday,1.64,Computer,Pomodoro,40.3,22
9268,250927,2025-11-24,Monday,1.55,English,Videos,44.0,52
9269,250927,2025-11-25,Tuesday,1.65,English,Videos,54.6,23
9270,250927,2025-11-26,Wednesday,1.23,Science,Notes Review,37.6,42
9271,250928,2025-11-13,Thursday,1.95,English,Videos,18.4,80
9272,250928,2025-11-14,Friday,2.2,Math,Notes Review,26.8,72
9273,250928,2025-11-17,Monday,2.26,Computer,Videos,20.9,70
9274,250928,2025-11-18,Tuesday,1.87,Math,Videos,18.4,78
9275,250928,2025-11-19,Wednesday,2.07,Math,Pomodoro,27.6,67
9276,250928,2025-11-20,Thursday,1.89,Science,Pomodoro,20.0,80
9277,250928,2025-11-21,Friday,2.22,Computer,Videos,34.3,81
9278,250928,2025-11-24,Monday,2.27,Math,Notes Review,28.1,68
9279,250928,2025-11-25,Tuesday,2.19,English,Videos,29.9,83
9280,250928,2025-11-26,Wednesday,2.23,Math,Pomodoro,21.5,77
9281,250929,2025-11-13,Thursday,2.25,English,Pomodoro,15.6,62
9282,250929,2025-11-14,Friday,2.29,Computer,Pomodoro,31.5,60
9283,250929,2025-11-17,Monday,1.9,Math,Pomodoro,22.4,82
9284,250929,2025-11-18,Tuesday,2.07,English,Notes Review,26.5,81
9285,250929,2025-11-19,Wednesday,1.95,English,Notes Review,15.5,79
9286,250929,2025-11-20,Thursday,2.18,Science,Videos,22.3,63
9287,250929,2025-11-21,Friday,2.16,Math,Videos,28.2,64
9288,250929,2025-11-24,Monday,2.15,English,Pomodoro,15.4,80
9289,250929,2025-11-25,Tuesday,1.93,Science,Notes Review,20.4,62
9290,250929,2025-11-26,Wednesday,2.0,English,Pomodoro,23.8,78
9291,250930,2025-11-13,Thursday,2.61,English,Notes Review,12.0,93
9292,250930,2025-11-14,Friday,2.85,Math,Pomodoro,7.6,98
9293,250930,2025-11-17,Monday,2.91,Computer,Notes Review,5.3,94
9294,250930,2025-11-18,Tuesday,2.59,Computer,Videos,5.4,96
9295,250930,2025-11-19,Wednesday,2.59,English,Notes Review,6.1,95
9296,250930,2025-11-20,Thursday,2.8,Computer,Pomodoro,8.7,99
9297,250930,2025-11-21,Friday,2.85,Computer,Notes Review,12.6,95
9298,250930,2025-11-24,Monday,2.86,Math,Videos,8.8,94
9299,250930,2025-11-25,Tuesday,2.75,English,Pomodoro,8.0,92
9300,250930,2025-11-26,Wednesday,2.65,English,Notes Review,9.7,94
9301,250931,2025-11-13,Thursday,1.39,English,Pomodoro,41.0,38
9302,250931,2025-11-14,Friday,1.37,English,Videos,37.0,39
9303,250931,2025-11-17,Monday,1.24,Math,Pomodoro,36.3,53
9304,250931,2025-11-18,Tuesday,1.05,Computer,Videos,55.8,53
9305,250931,2025-11-19,Wednesday,1.36,English,Videos,45.9,22
9306,250931,2025-11-20,Thursday,1.28,Computer,Pomodoro,38.3,52
9307,250931,2025-11-21,Friday,1.35,Computer,Pomodoro,59.5,23
9308,250931,2025-11-24,Monday,1.63,Math,Pomodoro,56.3,58
9309,250931,2025-11-25,Tuesday,1.49,Science,Pomodoro,53.6,47
9310,250931,2025-11-26,Wednesday,1.51,Science,Notes Review,45.4,45
9311,250932,2025-11-13,Thursday,1.82,English,Videos,19.3,74
9312,250932,2025-11-14,Friday,2.16,Computer,Pomodoro,17.4,66
9313,250932,2025-11-17,Monday,2.14,Math,Notes Review,24.8,83
9314,250932,2025-11-18,Tuesday,2.2,Science,Notes Review,25.7,67
9315,250932,2025-11-19,Wednesday,2.33,Math,Videos,26.5,62
9316,250932,2025-11-20,Thursday,2.12,Science,Notes Review,25.1,77
9317,250932,2025-11-21,Friday,2.33,English,Videos,29.2,73
9318,250932,2025-11-24,Monday,1.95,Computer,Pomodoro,20.3,70
9319,250932,2025-11-25,Tuesday,1.98,Science,Notes Review,16.3,67
9320,250932,2025-11-26,Wednesday,2.15,Math,Notes Review,21.8,70
9321,250933,2025-11-13,Thursday,1.84,Math,Pomodoro,33.1,75
9322,250933,2025-11-14,Friday,2.36,Science,Pomodoro,18.1,81
9323,250933,2025-11-17,Monday,2.18,English,Pomodoro,30.2,66
9324,250933,2025-11-18,Tuesday,2.05,Science,Notes Review,29.3,81
9325,250933,2025-11-19,Wednesday,2.14,Computer,Pomodoro,19.6,76
9326,250933,2025-11-20,Thursday,2.29,English,Pomodoro,28.9,81
9327,250933,2025-11-21,Friday,1.92,Science,Videos,26.6,77
9328,250933,2025-11-24,Monday,2.22,English,Videos,28.2,74
9329,250933,2025-11-25,Tuesday,1.93,Math,Notes Review,22.3,63
9330,250933,2025-11-26,Wednesday,2.26,Math,Videos,18.0,72
9331,250934,2025-11-13,Thursday,1.92,English,Notes Review,17.4,80
9332,250934,2025-11-14,Friday,2.05,Science,Videos,19.9,83
9333,250934,2025-11-17,Monday,1.84,Science,Notes Review,31.6,73
9334,250934,2025-11-18,Tuesday,2.31,English,Pomodoro,25.9,81
9335,250934,2025-11-19,Wednesday,2.26,Math,Videos,25.0,64
9336,250934,2025-11-20,Thursday,2.05,Computer,Videos,33.8,66
9337,250934,2025-11-21,Friday,2.03,Computer,Videos,25.7,80
9338,250934,2025-11-24,Monday,2.25,Math,Videos,26.2,62
9339,250934,2025-11-25,Tuesday,2.25,Science,Notes Review,20.1,72
9340,250934,2025-11-26,Wednesday,1.8,English,Videos,25.6,68
9341,250935,2025-11-13,Thursday,2.07,Science,Videos,29.7,75
9342,250935,2025-11-14,Friday,2.12,Science,Notes Review,16.9,61
9343,250935,2025-11-17,Monday,2.35,Science,Notes Review,29.7,79
9344,250935,2025-11-18,Tuesday,1.99,Science,Pomodoro,18.9,84
9345,250935,2025-11-19,Wednesday,1.83,Science,Videos,25.3,84
9346,250935,2025-11-20,Thursday,2.37,English,Videos,20.2,82
9347,250935,2025-11-21,Friday,2.2,English,Videos,19.1,84
9348,250935,2025-11-24,Monday,1.91,Computer,Notes Review,34.6,65
9349,250935,2025-11-25,Tuesday,2.35,Computer,Pomodoro,32.7,76
9350,250935,2025-11-26,Wednesday,2.34,Science,Pomodoro,30.1,79
9351,250936,2025-11-13,Thursday,1.43,Computer,Notes Review,59.5,53
9352,250936,2025-11-14,Friday,1.28,Computer,Videos,53.4,44
9353,250936,2025-11-17,Monday,1.06,Computer,Videos,49.5,42
9354,250936,2025-11-18,Tuesday,1.1,English,Pomodoro,52.0,24
9355,250936,2025-11-19,Wednesday,1.43,English,Notes Review,43.7,25
9356,250936,2025-11-20,Thursday,1.21,Math,Videos,57.1,54
9357,250936,2025-11-21,Friday,1.45,English,Notes Review,53.2,27
9358,250936,2025-11-24,Monday,1.35,Science,Pomodoro,52.8,25
